Municipio;0 a 6 dias;7 a 27 dias;28 a 364 dias;Menor que 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 34 anos;35 a 39 anos;40 a 44 anos;45 a 49 anos;50 a 54 anos;55 a 59 anos;60 a 64 anos;65 a 69 anos;70 a 74 anos;75 a 79 anos;80 anos e mais;Idade ignorada;Total
150553 Parauapebas;19;5;5;29;6;3;6;19;38;43;30;16;24;20;15;22;28;18;19;25;26;1;388
150555 Pau D'Arco;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;1;2;1;1;1;2;0;13
150560 Peixe-Boi;0;0;1;1;0;0;1;0;0;1;0;0;0;1;1;0;1;1;1;2;4;0;14
150563 Piçarra;0;0;1;1;0;0;1;1;1;2;1;0;3;1;2;1;7;3;1;2;2;1;30
150565 Placas;3;0;2;5;1;0;0;1;3;1;1;1;2;3;0;2;0;1;4;2;5;0;32
150570 Ponta de Pedras;3;0;1;4;1;0;1;0;2;0;0;1;0;1;4;4;0;8;3;1;9;0;39
150580 Portel;9;0;4;13;2;5;2;2;5;5;5;2;7;6;6;7;4;8;7;8;16;0;110
150590 Porto de Moz;3;1;4;8;2;1;1;2;1;1;3;1;4;2;1;2;1;1;1;0;7;0;39
150600 Prainha;8;1;2;11;0;2;0;0;3;2;1;0;0;1;4;2;0;0;9;1;5;0;41
150610 Primavera;2;0;0;2;0;1;0;1;0;2;0;2;1;2;2;3;2;2;4;5;7;0;36
150611 Quatipuru;1;1;0;2;0;0;1;0;0;0;1;0;3;0;2;3;0;1;2;5;1;0;21
150613 Redenção;4;2;4;10;3;1;3;11;14;13;11;11;15;14;10;22;13;22;28;18;43;1;263
150616 Rio Maria;1;0;2;3;1;0;0;1;1;0;4;4;1;3;0;6;1;4;5;3;10;0;47
150618 Rondon do Pará;5;0;4;9;2;2;1;7;10;11;6;10;6;9;6;6;10;6;14;8;24;0;147
150619 Rurópolis;4;0;1;5;0;0;0;3;5;2;2;2;2;5;1;4;5;5;5;4;8;0;58
150620 Salinópolis;1;0;1;2;2;1;0;5;8;7;1;4;5;7;1;5;5;8;6;9;17;0;93
150630 Salvaterra;2;1;2;5;1;1;1;1;0;3;3;0;2;2;3;2;3;6;3;2;8;1;47
150635 Santa Bárbara do Pará;4;1;2;7;1;1;0;1;3;1;1;4;2;1;2;1;1;3;8;2;6;0;45
150640 Santa Cruz do Arari;0;0;0;0;0;0;1;1;2;0;2;0;0;1;0;3;0;3;3;1;4;0;21
150650 Santa Izabel do Pará;2;2;2;6;3;0;1;8;12;8;14;5;3;3;6;8;11;12;15;12;29;1;157
150655 Santa Luzia do Pará;2;0;1;3;0;0;1;1;1;3;1;0;2;4;1;2;3;2;3;3;9;0;39
150658 Santa Maria das Barreiras;0;0;0;0;1;0;0;0;4;2;4;6;3;3;9;3;3;2;2;2;3;0;47
150660 Santa Maria do Pará;4;1;0;5;0;1;0;2;5;6;6;4;3;4;2;7;3;2;6;6;10;0;72
150670 Santana do Araguaia;4;0;2;6;0;0;0;3;7;3;5;2;7;9;11;10;8;8;13;3;9;2;106
150680 Santarém;39;14;11;64;11;6;4;22;27;30;21;27;20;38;37;46;58;54;74;65;155;4;763
150690 Santarém Novo;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;1;0;6
150700 Santo Antônio do Tauá;3;0;2;5;1;0;0;3;4;2;4;3;1;2;1;4;8;6;8;5;13;0;70
150710 São Caetano de Odivelas;1;1;1;3;0;0;0;1;0;0;3;1;1;1;1;1;1;3;9;6;9;0;40
150715 São Domingos do Araguaia;1;1;2;4;0;0;1;3;2;3;5;2;4;4;7;2;6;4;6;6;8;0;67
150720 São Domingos do Capim;5;0;1;6;1;0;3;2;2;3;4;1;2;0;2;3;9;1;5;4;11;0;59
150730 São Félix do Xingu;5;3;5;13;0;0;2;3;5;8;13;11;15;7;8;7;7;6;12;9;12;0;138
150740 São Francisco do Pará;1;1;1;3;1;0;0;0;0;2;0;4;2;1;0;5;4;4;9;4;12;0;51
150745 São Geraldo do Araguaia;3;0;3;6;1;1;0;4;3;2;7;2;4;1;4;3;4;5;7;6;15;0;75
150746 São João da Ponta;1;0;0;1;0;0;0;0;1;0;1;0;2;1;1;2;0;1;0;1;0;0;11
150747 São João de Pirabas;2;0;0;2;1;0;0;0;1;3;1;3;2;0;1;8;4;0;5;7;10;0;48
150750 São João do Araguaia;1;0;0;1;0;1;1;1;3;0;1;3;2;0;1;2;2;2;0;0;4;0;24
150760 São Miguel do Guamá;4;2;3;9;4;2;0;2;7;6;9;5;5;3;2;3;12;8;7;13;28;0;125
150770 São Sebastião da Boa Vista;5;0;0;5;0;1;0;1;4;2;1;0;1;2;1;1;3;1;1;3;4;0;31
150775 Sapucaia;0;0;0;0;0;0;0;1;1;1;0;1;2;1;0;2;2;1;0;0;1;0;13
150780 Senador José Porfírio;2;0;4;6;1;1;0;0;0;1;1;2;1;0;0;0;2;2;0;0;4;0;21
150790 Soure;1;0;1;2;2;0;0;1;1;2;2;0;2;5;3;2;3;2;2;4;3;0;36
150795 Tailândia;11;3;7;21;2;2;0;13;16;18;16;11;18;10;6;7;8;11;8;7;15;4;193
150796 Terra Alta;0;0;0;0;0;0;0;1;2;0;0;1;1;0;2;2;0;3;4;2;5;0;23
150797 Terra Santa;3;1;0;4;0;0;1;0;0;1;3;0;0;0;2;2;2;2;2;2;11;0;32
150800 Tomé-Açu;10;0;6;16;1;2;5;8;7;2;3;8;11;10;11;7;9;14;18;8;20;0;160
150803 Tracuateua;5;2;3;10;1;0;1;1;2;2;5;4;2;3;6;5;5;4;7;9;14;0;81
150805 Trairão;3;0;2;5;0;0;0;2;2;1;1;4;4;7;2;5;4;2;1;4;4;0;48
150808 Tucumã;8;1;1;10;0;2;1;3;8;5;8;7;3;5;10;4;4;6;8;11;12;1;108
150810 Tucuruí;14;4;4;22;2;2;5;17;23;18;13;9;21;12;9;18;19;29;20;13;29;0;281
150812 Ulianópolis;0;0;0;0;1;0;0;8;4;6;4;3;7;0;3;5;2;3;1;1;1;0;49
150815 Uruará;1;3;2;6;1;1;0;6;6;9;5;5;7;4;9;4;2;10;10;7;12;1;105
150820 Vigia;1;0;1;2;2;1;1;2;7;2;9;5;6;11;6;7;12;14;10;15;24;0;136
150830 Viseu;6;5;5;16;2;0;0;2;2;4;5;1;3;2;2;6;7;5;5;8;15;0;85
150835 Vitória do Xingu;2;1;2;5;0;0;0;0;2;1;0;1;0;1;1;3;2;4;1;0;5;0;26
150840 Xinguara;4;1;1;6;1;0;1;7;7;8;5;3;5;4;8;11;15;6;6;10;22;0;125
150000 Município ignorado - PA;0;1;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;2;43;49
160010 Amapá;2;1;0;3;0;0;0;0;0;0;2;1;3;1;0;2;2;0;1;0;6;0;21
160020 Calçoene;1;0;1;2;1;0;0;0;1;2;0;4;2;0;3;2;1;1;5;2;2;0;28
160021 Cutias;0;1;1;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;6
160023 Ferreira Gomes;1;0;0;1;0;1;1;0;1;1;0;0;1;1;0;0;1;0;0;0;0;0;8
160025 Itaubal;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;5
160027 Laranjal do Jari;3;0;2;5;2;2;1;7;6;6;8;5;9;6;6;5;6;3;6;7;8;0;98
160030 Macapá;57;23;29;109;24;8;7;42;66;53;33;53;38;43;52;60;53;69;78;76;133;0;997
160040 Mazagão;4;0;1;5;0;1;0;1;1;1;0;1;1;1;0;3;2;2;1;3;1;0;24
160050 Oiapoque;2;0;1;3;2;0;2;0;2;4;3;6;2;3;3;4;0;1;0;0;4;0;39
160015 Pedra Branca do Amapari;1;1;1;3;0;0;0;1;0;0;2;2;1;2;2;0;1;0;0;0;1;0;15
160053 Porto Grande;2;2;2;6;1;0;0;1;0;0;3;1;1;0;0;4;3;4;3;1;0;1;29
160055 Pracuúba;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;4
160060 Santana;15;8;4;27;4;2;2;11;15;13;17;8;8;6;10;14;12;13;20;18;26;0;226
160005 Serra do Navio;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;2;0;1;0;0;0;7
160070 Tartarugalzinho;2;0;1;3;1;0;0;1;0;2;0;3;1;0;0;1;0;1;1;4;1;0;19
160080 Vitória do Jari;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;3;1;2;0;0;10
160000 Município ignorado - AP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
170025 Abreulândia;1;0;0;1;2;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;7
170030 Aguiarnópolis;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;4;2;2;0;12
170035 Aliança do Tocantins;1;0;0;1;0;0;0;0;0;2;3;1;0;0;2;1;2;0;2;0;2;0;16
170040 Almas;1;0;1;2;0;1;0;0;1;1;1;0;2;2;2;3;2;5;6;3;8;0;39
170070 Alvorada;0;0;0;0;0;0;0;2;2;1;2;2;2;0;0;3;0;2;2;4;6;0;28
170100 Ananás;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;1;1;6;5;6;0;23
170105 Angico;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;3;2;0;3;0;11
170110 Aparecida do Rio Negro;0;0;0;0;0;0;0;1;1;2;0;1;0;0;1;1;0;0;3;2;5;0;17
170130 Aragominas;1;0;1;2;0;0;0;0;2;0;0;0;0;1;0;2;2;3;0;2;1;0;15
170190 Araguacema;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;1;0;2;4;2;5;0;19
170200 Araguaçu;0;0;0;0;0;0;1;0;0;1;2;1;1;1;4;1;1;7;6;3;4;0;33
170210 Araguaína;13;2;12;27;4;3;5;15;16;21;22;28;13;23;31;22;23;39;28;38;82;4;444
170215 Araguanã;1;0;0;1;0;0;0;0;2;0;2;1;1;0;1;1;0;0;3;3;4;0;19
170220 Araguatins;5;0;3;8;1;0;2;2;2;3;5;5;9;4;4;6;5;4;8;7;17;0;92
170230 Arapoema;1;0;1;2;0;0;0;1;1;0;2;1;0;1;1;1;3;4;2;2;2;0;23
170240 Arraias;0;0;0;0;0;0;0;0;1;2;2;1;1;4;3;0;4;1;2;3;3;0;27
170255 Augustinópolis;2;0;1;3;3;2;1;0;4;1;3;2;4;2;5;2;8;3;6;5;16;0;70
170270 Aurora do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;2;1;0;7
170290 Axixá do Tocantins;2;0;0;2;0;0;1;0;1;2;2;0;1;1;4;2;2;1;4;3;2;0;28
170300 Babaçulândia;0;0;0;0;2;0;2;2;0;0;0;0;1;2;3;2;3;4;3;4;5;0;33
170305 Bandeirantes do Tocantins;0;1;1;2;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;6
170307 Barra do Ouro;1;0;0;1;0;0;0;1;1;1;1;1;3;0;0;0;1;0;1;3;0;0;14
170310 Barrolândia;0;1;1;2;0;0;0;2;1;1;3;0;1;0;1;2;3;0;6;1;2;0;25
170320 Bernardo Sayão;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;2;2;2;1;1;3;0;15
170330 Bom Jesus do Tocantins;1;1;0;2;0;0;0;2;2;1;0;3;2;1;0;0;0;1;0;0;1;0;15
170360 Brasilândia do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;3;0;7
170370 Brejinho de Nazaré;1;0;1;2;0;1;0;1;1;2;1;2;2;0;0;1;1;2;3;1;2;0;22
170380 Buriti do Tocantins;1;0;0;1;0;0;1;1;2;1;0;1;1;0;1;1;1;1;4;6;10;0;32
170382 Cachoeirinha;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2
170384 Campos Lindos;1;0;2;3;1;0;0;0;0;1;0;1;1;0;3;3;1;1;1;3;5;0;24
170386 Cariri do Tocantins;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;7
170388 Carmolândia;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;2;1;1;0;8
170389 Carrasco Bonito;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;1;1;2;4;2;2;0;16
170390 Caseara;0;0;0;0;0;0;0;0;1;1;0;1;2;1;3;2;2;1;3;1;3;0;21
170410 Centenário;1;0;1;2;0;0;0;0;0;1;0;0;0;0;2;1;1;0;1;2;1;0;11
170510 Chapada da Natividade;0;1;1;2;0;0;0;0;0;2;3;1;0;2;0;1;0;2;0;0;0;0;13
170460 Chapada de Areia;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;3
170550 Colinas do Tocantins;2;1;1;4;0;0;0;1;6;5;3;2;4;5;8;3;8;12;3;11;23;0;98
171670 Colméia;1;0;1;2;1;0;0;2;3;0;2;2;1;1;2;3;1;3;2;7;8;0;40
170555 Combinado;0;0;0;0;0;0;0;0;0;2;2;0;2;0;1;1;1;0;1;0;1;0;11
170560 Conceição do Tocantins;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;2;1;0;0;1;2;0;9
170600 Couto Magalhães;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;1;2;0;1;1;2;0;11
170610 Cristalândia;0;0;1;1;0;0;0;0;1;2;2;1;0;1;2;0;1;2;3;3;8;1;28
170625 Crixás do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;1;1;2;0;9
170650 Darcinópolis;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;1;1;2;6;5;0;19
170700 Dianópolis;2;0;0;2;0;1;1;1;0;4;1;4;3;3;4;3;3;2;3;6;13;0;54
170710 Divinópolis do Tocantins;2;0;0;2;0;0;0;1;1;0;1;0;0;1;0;2;2;3;2;0;6;0;21
170720 Dois Irmãos do Tocantins;0;0;0;0;0;0;0;2;0;1;1;2;1;1;0;0;1;2;5;1;8;0;25
170730 Dueré;1;0;0;1;0;0;0;1;1;1;0;2;1;1;1;0;1;0;2;1;4;0;17
170740 Esperantina;0;0;1;1;2;0;0;0;0;1;0;1;1;2;0;1;2;1;5;4;5;0;26
170755 Fátima;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;2;2;1;3;0;13
170765 Figueirópolis;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;4;2;3;2;0;15
170770 Filadélfia;1;0;1;2;0;0;0;0;1;0;0;0;1;2;2;2;0;2;2;2;1;0;17
170820 Formoso do Araguaia;6;0;0;6;0;0;2;0;0;1;0;6;2;4;1;6;2;2;5;3;12;0;52
170825 Fortaleza do Tabocão;2;0;0;2;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;1;0;7
170830 Goianorte;0;0;0;0;0;0;1;1;1;3;1;0;1;0;2;0;1;1;0;0;3;0;15
170900 Goiatins;4;0;7;11;2;0;0;1;1;1;1;0;1;3;0;1;4;1;0;2;4;0;33
170930 Guaraí;0;0;1;1;3;0;0;2;3;4;3;6;3;5;6;2;11;5;3;6;14;0;77
170950 Gurupi;6;1;3;10;0;1;2;4;11;12;12;10;13;15;13;16;19;21;23;24;49;0;255
170980 Ipueiras;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;5
171050 Itacajá;1;0;1;2;0;1;0;1;0;0;2;3;1;0;1;1;0;1;1;3;8;0;25
171070 Itaguatins;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;2;0;2;1;0;10
171090 Itapiratins;0;0;1;1;0;0;0;2;0;0;2;1;1;1;0;0;0;0;1;0;7;0;16
171110 Itaporã do Tocantins;0;0;0;0;0;0;0;0;1;1;0;1;2;0;0;0;1;0;0;0;3;0;9
171150 Jaú do Tocantins;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;1;1;0;6
171180 Juarina;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;1;0;1;1;0;7
171190 Lagoa da Confusão;1;0;0;1;1;0;0;1;1;1;3;1;1;0;3;1;1;3;3;1;2;0;24
171195 Lagoa do Tocantins;0;0;1;1;0;0;1;0;1;0;1;0;2;1;0;0;0;0;0;0;2;0;9
171200 Lajeado;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3;1;0;7
171215 Lavandeira;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;3
171240 Lizarda;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;4
171245 Luzinópolis;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;2;0;2;1;1;0;9
171250 Marianópolis do Tocantins;0;0;0;0;0;0;0;1;1;1;0;0;2;1;0;0;0;1;4;1;1;0;13
171270 Mateiros;1;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;2;0;0;0;2;0;8
171280 Maurilândia do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;4;0;10
171320 Miracema do Tocantins;2;0;0;2;0;2;2;0;0;4;2;3;6;8;3;6;2;7;5;3;15;0;70
171330 Miranorte;2;0;1;3;1;0;0;1;2;2;4;3;4;1;1;2;3;4;8;3;12;0;54
171360 Monte do Carmo;2;0;0;2;0;0;0;1;1;0;0;0;2;1;2;2;2;1;2;1;7;0;24
171370 Monte Santo do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;1;0;6
171395 Muricilândia;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;1;0;5
171420 Natividade;0;0;0;0;1;0;1;0;0;1;2;0;1;1;2;2;4;3;2;2;6;0;28
171430 Nazaré;3;1;0;4;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;5;0;14
171488 Nova Olinda;1;0;0;1;0;0;0;1;0;1;0;3;1;3;1;2;1;2;4;4;10;0;34
171500 Nova Rosalândia;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;1;5;0;10
171510 Novo Acordo;0;0;1;1;0;0;0;0;1;0;0;1;1;1;0;1;1;2;1;0;3;0;13
171515 Novo Alegre;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;1;0;9
171525 Novo Jardim;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;6
171550 Oliveira de Fátima;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2
172100 Palmas;16;2;14;32;6;1;9;19;28;30;30;27;13;28;23;36;19;26;32;38;58;1;456
171570 Palmeirante;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;1;3;2;0;4;0;14
171380 Palmeiras do Tocantins;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;2;1;1;1;2;2;0;13
171575 Palmeirópolis;0;0;0;0;0;0;1;0;0;2;1;0;0;1;3;0;1;3;2;2;4;0;20
171610 Paraíso do Tocantins;2;1;3;6;0;0;0;6;6;6;7;7;6;9;6;9;14;9;9;16;24;0;140
171620 Paranã;1;1;1;3;0;0;0;1;2;1;2;0;2;5;2;1;0;1;2;5;4;0;31
171630 Pau D'Arco;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;1;0;1;1;3;0;11
171650 Pedro Afonso;0;0;0;0;1;0;0;0;3;5;1;2;1;4;1;2;2;0;4;3;6;0;35
171660 Peixe;1;0;0;1;1;0;0;1;2;1;2;3;1;1;4;2;2;3;2;3;7;0;36
171665 Pequizeiro;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;3;2;0;8
171700 Pindorama do Tocantins;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;2;0;0;3;0;8
171720 Piraquê;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;0;1;0;0;0;2;0;10
171750 Pium;0;0;0;0;1;0;0;0;0;1;2;1;0;1;0;1;4;0;1;2;5;0;19
171780 Ponte Alta do Bom Jesus;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;2;1;3;0;4;0;15
171790 Ponte Alta do Tocantins;2;0;2;4;1;0;0;1;0;1;1;3;0;0;2;2;2;2;2;3;3;0;27
171800 Porto Alegre do Tocantins;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;2;0;1;2;2;3;0;13
171820 Porto Nacional;2;1;3;6;0;0;1;9;5;6;17;12;6;8;5;12;12;10;12;8;33;0;162
171830 Praia Norte;1;1;0;2;0;0;0;1;2;0;0;1;0;0;1;2;1;1;2;3;2;0;18
171840 Presidente Kennedy;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;4;2;2;2;2;0;14
171845 Pugmil;1;0;0;1;0;0;0;0;0;1;1;2;0;0;0;0;2;1;2;0;0;0;10
171850 Recursolândia;0;0;2;2;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;1;6;0;12
171855 Riachinho;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;0;1;1;4;0;11
171865 Rio da Conceição;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;0;6
171870 Rio dos Bois;0;0;1;1;0;0;0;0;2;1;0;0;0;0;0;1;0;1;0;1;1;0;8
171875 Rio Sono;0;0;0;0;0;0;0;0;1;0;0;0;2;1;1;0;1;1;2;0;3;0;12
171880 Sampaio;0;0;0;0;0;0;0;1;0;1;1;0;2;0;1;1;1;1;2;0;4;0;15
171884 Sandolândia;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;0;0;1;2;0;9
171886 Santa Fé do Araguaia;1;1;0;2;0;0;0;0;0;1;2;0;3;0;1;4;0;1;3;3;1;0;21
171888 Santa Maria do Tocantins;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;1;1;0;0;6
171889 Santa Rita do Tocantins;1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;1;0;1;1;2;3;0;13
171890 Santa Rosa do Tocantins;0;0;0;0;0;1;0;0;0;1;2;1;0;0;0;2;0;1;1;0;3;0;12
171900 Santa Tereza do Tocantins;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;4;1;2;0;10
172000 Santa Terezinha do Tocantins;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;0;3;0;7
172010 São Bento do Tocantins;0;0;0;0;0;0;0;2;1;0;1;0;1;0;0;1;0;1;1;2;4;0;14
172015 São Félix do Tocantins;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;4
172020 São Miguel do Tocantins;2;0;0;2;0;0;0;0;1;2;0;0;2;0;0;3;1;3;4;3;4;0;25
172025 São Salvador do Tocantins;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;1;0;5
172030 São Sebastião do Tocantins;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;3;4;1;2;3;0;16
172049 São Valério;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;0;0;2;0;9
172065 Silvanópolis;1;0;0;1;0;0;1;0;1;1;1;1;0;0;0;1;4;4;4;2;6;0;27
172080 Sítio Novo do Tocantins;0;0;1;1;0;0;0;2;1;4;0;1;1;1;1;0;4;2;4;7;7;0;36
172085 Sucupira;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2
172090 Taguatinga;0;0;1;1;1;2;0;0;2;4;1;1;5;4;2;0;3;8;3;3;5;0;45
172093 Taipas do Tocantins;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;1;0;8
172097 Talismã;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;1;0;1;0;6
172110 Tocantínia;1;0;2;3;0;0;0;0;1;1;0;0;1;0;2;1;2;3;0;0;4;0;18
172120 Tocantinópolis;2;0;8;10;1;0;0;0;4;4;4;5;2;2;2;5;4;7;4;9;22;0;85
172125 Tupirama;0;0;1;1;0;0;0;0;0;1;1;1;0;1;1;1;0;1;0;0;0;0;8
172130 Tupiratins;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;1;0;0;4
172208 Wanderlândia;0;0;0;0;0;0;0;1;1;2;2;1;2;3;1;1;3;6;3;5;7;0;38
172210 Xambioá;0;0;2;2;0;0;1;2;2;2;1;0;3;1;4;2;2;3;2;8;7;0;42
170000 Município ignorado - TO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10
210005 Açailândia;7;5;4;16;3;1;1;6;19;19;8;10;11;14;13;13;22;20;26;18;54;2;276
210010 Afonso Cunha;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;2;1;0;9
210015 Água Doce do Maranhão;1;0;2;3;1;1;0;0;1;1;1;0;2;1;1;0;3;2;4;2;7;0;30
210020 Alcântara;1;0;0;1;0;0;0;2;2;0;3;2;4;2;0;1;3;2;7;1;10;0;40
210030 Aldeias Altas;4;1;0;5;0;0;1;0;0;2;0;3;1;2;2;4;7;4;1;5;7;0;44
210040 Altamira do Maranhão;0;0;1;1;0;0;0;0;0;2;0;0;2;1;2;2;0;0;2;0;3;0;15
210043 Alto Alegre do Maranhão;2;0;1;3;2;0;0;0;0;6;1;3;1;8;4;7;10;4;7;5;7;0;68
210047 Alto Alegre do Pindaré;3;0;2;5;0;0;1;4;3;4;0;4;2;4;1;7;3;7;10;15;11;0;81
210050 Alto Parnaíba;0;0;0;0;1;0;1;1;1;0;0;2;1;0;1;1;1;3;1;0;5;0;19
210055 Amapá do Maranhão;2;0;0;2;0;0;0;0;1;1;1;1;0;1;0;4;0;0;1;0;2;0;14
210060 Amarante do Maranhão;7;2;5;14;3;1;2;3;5;2;3;8;3;5;3;7;5;9;9;6;15;0;103
210070 Anajatuba;1;0;0;1;0;0;2;1;1;0;2;1;3;0;2;5;8;4;4;8;15;0;57
210080 Anapurus;0;0;1;1;0;0;0;0;0;1;1;2;0;0;1;0;3;1;2;5;5;0;22
210083 Apicum-Açu;3;2;0;5;1;1;0;3;0;3;1;0;3;1;2;0;3;2;2;2;3;0;32
210087 Araguanã;2;0;1;3;0;0;0;0;1;0;0;0;2;1;1;1;1;3;1;1;2;0;17
210090 Araioses;4;1;1;6;1;0;2;1;2;3;4;1;3;1;3;4;2;9;7;11;26;0;86
210095 Arame;3;1;1;5;2;1;1;1;4;1;6;3;0;1;4;4;5;9;2;4;13;0;66
210100 Arari;1;1;0;2;0;0;1;2;2;3;4;1;1;5;6;5;1;8;6;14;25;0;86
210110 Axixá;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;3;1;1;1;3;6;0;21
210120 Bacabal;9;0;5;14;1;3;2;8;7;18;10;11;15;10;16;19;18;21;30;28;56;1;288
210125 Bacabeira;1;1;1;3;0;0;1;0;3;3;3;3;0;3;2;1;0;3;4;8;18;0;55
210130 Bacuri;3;0;1;4;0;0;0;0;2;3;0;0;1;2;0;1;1;0;2;4;6;0;26
210135 Bacurituba;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;2;2;0;3;1;4;0;16
210140 Balsas;6;1;5;12;3;3;3;11;11;13;12;8;9;9;14;10;11;25;11;14;41;0;220
210150 Barão de Grajaú;0;0;0;0;1;0;0;0;2;5;0;0;2;2;1;3;2;2;3;0;11;0;34
210160 Barra do Corda;18;0;6;24;4;2;1;11;18;18;12;12;8;15;18;17;16;15;29;26;55;0;301
210170 Barreirinhas;4;0;4;8;1;1;3;3;2;6;2;3;1;5;3;3;3;11;11;11;19;0;96
